DISTRICT,TIME_HOUR,WORK_ID,HUMIDITY,TEMPERATURE,VOC,CO2,PM,FPM,WIND_SPEED_MS,WIND_DIR_DEG,RAIN_MM,RAIN_6H_MM,RAIN_12H_MM,WIND_GUST_MAX_MS,WIND_GUST_P95_MS,WIND_GUST_DIR_DEG,GUSTINESS_RATIO,AQ_SO2,AQ_NO2,AQ_O3,AQ_CO,AQ_PM10,AQ_PM25,AQ_REPCAI,AQ_OX,AQ_PM25_RATIO,AQ_PM25_LAG1H,AQ_PM25_LAG3H,AQ_PM10_LAG1H,AQ_PM10_LAG3H,AQ_CO_LAG1H,AQ_CO_LAG3H,N_ROWS,N_SENSORS
동구,2025-08-09 20:00,2.50809E+11,80.47762376,23.48564356,113.5035974,439.5148515,10.94026403,9.281848185,0,49.3,0,4.5,4.5,0,0,73.2,,,,,,,,,,,,,,,,,303,7
동구,2025-08-09 21:00,2.50809E+11,80.37883959,23.34805461,108.3047099,440.1228669,9.910170648,8.540068259,0,70.8,0,4,4.5,0,0,71,,,,,,,,,,,,,,,,,293,7
동구,2025-08-09 22:00,2.50809E+11,82.25905956,23.13749216,107.4227586,439.3260188,10.80053292,9.13507837,0.2,53.5,0,3,4.5,0.3,0.3,51.4,1.5,,,,,,,,,,,,,,,,319,6
동구,2025-08-09 23:00,2.50809E+11,85.12570552,22.54337423,96.79386503,439.4294479,11.17766871,9.254233129,0,70.1,0,2,4.5,0,0,57.3,,,,,,,,,,,,,,,,,163,4
동구,2025-08-10 0:00,2.5081E+11,84.45702703,22.58486486,81.78513514,440.0810811,9.798648649,8.016216216,0,25.5,0,1,4.5,0,0,83.7,,,,,,,,,,,,,,,,,37,1
동구,2025-08-10 5:00,2.5081E+11,95.38842593,21.36861111,152.0843519,439.7037037,7.078888889,6.616388889,0,40.9,0,16.5,18.5,0,0,77.9,,,,,,,,,,,,,,,,,108,3
동구,2025-08-10 6:00,2.5081E+11,94.36364162,21.34219653,105.3543353,439.2023121,6.954682081,6.411849711,,,0,23,24,,,,,,,,,,,,,,,,,,,,173,6
동구,2025-08-10 7:00,2.5081E+11,93.1781155,21.4768693,116.4502736,439.1975684,7.691702128,6.862036474,0,50.4,0,23,24,0.5,0.5,342.8,,,,,,,,,,,,,,,,,329,8
동구,2025-08-10 8:00,2.5081E+11,90.20596825,22.08142857,120.7451429,439.4952381,7.825873016,6.885873016,0,31.9,0.5,27,27.5,0.2,0.2,96.8,,,,,,,,,,,,,,,,,315,8
동구,2025-08-10 9:00,2.5081E+11,90.81589235,22.26866856,131.4748159,439.8441926,8.017507082,7.101558074,0.7,62.4,0,25.5,28,0.9,0.9,50.6,1.285714286,,,,,,,,,,,,,,,,353,8
동구,2025-08-10 10:00,2.5081E+11,86.745671,23.28158009,116.6825541,439.3246753,8.546558442,7.554264069,0.1,52.7,0,21,32,0,0,339.7,0,,,,,,,,,,,,,,,,462,8
동구,2025-08-10 11:00,2.5081E+11,87.59433628,22.99663717,103.8896018,439.460177,11.09015487,9.467013274,0,103.9,0,16,32.5,0.2,0.2,88,,,,,,,,,,,,,,,,,452,8
동구,2025-08-10 12:00,2.5081E+11,89.32293827,22.85644444,129.8355802,439.7135802,15.8157284,13.23483951,0,77,0.5,11,34,0,0,101.8,,,,,,,,,,,,,,,,,405,8
동구,2025-08-10 13:00,2.5081E+11,83.14469108,24.17361556,112.828032,439.2814645,17.40020595,14.35894737,0.5,69.4,0,9.5,36,1.2,1.2,75.2,2.4,,,,,,,,,,,,,,,,437,8
동구,2025-08-10 14:00,2.5081E+11,71.26366569,26.61272727,110.3618475,439.2609971,16.98583578,14.31595308,1,77.8,0,8.5,35.5,1,1,49.6,1,,,,,,,,,,,,,,,,341,8
동구,2025-08-10 15:00,2.5081E+11,70.53655172,26.54198276,87.60899425,439.408046,16.32189655,13.66606322,0,179.4,0,8,33.5,0,0,308.6,,,,,,,,,,,,,,,,,348,8
동구,2025-08-10 16:00,2.5081E+11,68.08217082,26.99590747,93.59601423,439.6085409,16.67046263,13.85448399,0,107.2,0,4,25,0.8,0.8,64.8,,,,,,,,,,,,,,,,,281,8
동구,2025-08-10 17:00,2.5081E+11,71.72301408,25.64425352,98.87676056,439.9070423,14.93461972,12.50912676,1.8,85.7,0,3.5,19.5,2.1,2.1,81.2,1.166666667,,,,,,,,,,,,,,,,355,8
동구,2025-08-10 18:00,2.5081E+11,72.30381295,25.04431655,96.68086331,439.7458034,14.69115108,12.26026379,0.5,87.4,0,2,13,0.4,0.4,80.4,0.8,,,,,,,,,,,,,,,,417,8
동구,2025-08-10 19:00,2.5081E+11,71.34127604,24.5503125,91.27070313,439.59375,15.74565104,13.05195313,0.4,45.7,0,0,9.5,0.8,0.8,45.4,2,,,,,,,,,,,,,,,,384,8
동구,2025-08-10 20:00,2.5081E+11,75.96540342,23.66740831,117.4979218,439.6699267,18.08442543,14.95139364,0,159,0,0,8.5,0,0,166.3,,,,,,,,,,,,,,,,,409,8
동구,2025-08-10 21:00,2.5081E+11,78.59683673,23.3542602,142.7375,439.4413265,20.11568878,16.64252551,0,335,0,0,8,0,0,334.9,,,,,,,,,,,,,,,,,392,7
동구,2025-08-10 22:00,2.5081E+11,81.64387417,22.99099338,147.2115894,439.2086093,20.95983444,17.16665563,0,43.8,0,0,4,0,0,9.4,,,,,,,,,,,,,,,,,302,7
동구,2025-08-10 23:00,2.5081E+11,83.10927273,22.74418182,140.7410909,440.0636364,21.89445455,17.46354545,0,25,0,0,3.5,0,0,29.2,,,,,,,,,,,,,,,,,110,4
동구,2025-08-11 0:00,2.50811E+11,83.31259259,22.80333333,128.3051852,438.2592593,22.23740741,17.26111111,0,104.2,0,0,2,0,0,79.6,,,,,,,,,,,,,,,,,27,1
동구,2025-08-11 4:00,2.50811E+11,86.40176471,22.09323529,188.0814706,438.2647059,24.28794118,21.01529412,0,80.6,0,0,0,0,0,67.4,,,,,,,,,,,,,,,,,34,1
동구,2025-08-11 5:00,2.50811E+11,86.43316176,21.76676471,177.1333824,439.2941176,23.71860294,20.40301471,0,30.1,0,0,0,0.2,0.2,328.7,,,,,,,,,,,,,,,,,136,4
동구,2025-08-11 6:00,2.50811E+11,82.9670339,22.3190113,168.9053955,439.5762712,23.37629944,19.82019774,,,0,0,0,,,,,,,,,,,,,,,,,,,,354,7
동구,2025-08-11 7:00,2.50811E+11,72.31109244,24.63966387,161.9792647,439.6869748,22.56882353,18.81302521,0,71,0,0,0,0,0,21.2,,,,,,,,,,,,,,,,,476,9
동구,2025-08-11 8:00,2.50811E+11,65.53884615,26.53496154,140.5400769,439.4076923,18.01426923,14.95603846,0.4,57.3,0,0,0,1,1,53.1,2.5,,,,,,,,,,,,,,,,520,9
동구,2025-08-11 9:00,2.50811E+11,60.61884615,28.21748869,124.2430317,439.6696833,14.97656109,12.56726244,0,101.7,0,0,0,0,0,110.1,,,,,,,,,,,,,,,,,442,9
동구,2025-08-11 10:00,2.50811E+11,56.77341772,29.32630802,117.0957384,439.1962025,14.91375527,12.65753165,0.9,78.8,0,0,0,2.4,2.4,78.1,2.666666667,,,,,,,,,,,,,,,,474,9
동구,2025-08-11 11:00,2.50811E+11,55.01259174,29.43818807,93.77754587,439.6284404,12.47912844,10.64841743,1.9,93.9,0,0,0,2,2,89.7,1.052631579,,,,,,,,,,,,,,,,436,9
동구,2025-08-11 12:00,2.50811E+11,57.36878628,29.26195251,82.07034301,439.4986807,11.57176781,9.979076517,1.9,97.8,0,0,0,1.7,1.7,93.9,0.894736842,,,,,,,,,,,,,,,,379,9
동구,2025-08-11 13:00,2.50811E+11,62.20889381,28.32365044,90.06323009,439.8119469,12.49588496,10.62163717,1.4,93.8,0,0,0,2,2,96.9,1.428571429,,,,,,,,,,,,,,,,452,9
동구,2025-08-11 14:00,2.50811E+11,73.08430131,26.28548035,100.2532096,439.4956332,13.65216157,11.48938865,1.3,92.6,0,0,0,1.9,1.9,98,1.461538462,,,,,,,,,,,,,,,,458,9
동구,2025-08-11 15:00,2.50811E+11,82.81017544,25.10033138,107.1204288,439.331384,17.36719298,14.4454191,1.5,72.7,0,0,0,1.6,1.6,55.2,1.066666667,,,,,,,,,,,,,,,,513,9
동구,2025-08-11 16:00,2.50811E+11,84.20414201,24.49441815,114.3452663,440.0138067,16.7816568,13.92260355,1.6,70.8,0,1,1,3,3,87.9,1.875,,,,,,,,,,,,,,,,507,9
동구,2025-08-11 17:00,2.50811E+11,85.95710938,23.44371094,126.2951172,439.4921875,15.86486328,13.11697266,1.7,69.8,0,1,1,2.3,2.3,49.6,1.352941176,,,,,,,,,,,,,,,,512,9
동구,2025-08-11 18:00,2.50811E+11,86.55546414,21.84850211,97.29537975,439.6202532,16.62084388,13.76267932,0.4,53.9,0,2,2,1.2,1.2,43.6,3,,,,,,,,,,,,,,,,474,9
동구,2025-08-11 19:00,2.50811E+11,86.11472222,21.10450617,88.51632716,439.4722222,12.14333333,10.09459877,0,295.5,0.5,3.5,3.5,0,0,51.3,,,,,,,,,,,,,,,,,324,8
동구,2025-08-11 20:00,2.50811E+11,86.71424354,20.99516605,77.07560886,439.2841328,10.97815498,9.347675277,0.8,15.5,0,4,4,2.3,2.3,0,2.875,,,,,,,,,,,,,,,,271,9
동구,2025-08-11 21:00,2.50811E+11,89.86488959,20.66659306,76.6455205,439.9968454,10.69649842,9.154984227,0.4,31.2,0,4,4,0.7,0.7,50.2,1.75,,,,,,,,,,,,,,,,317,9
동구,2025-08-11 22:00,2.50811E+11,88.22531818,20.92695455,66.292,439.0272727,10.72509091,9.003636364,0.7,77.4,0,3.5,4.5,1.2,1.2,34.3,1.714285714,,,,,,,,,,,,,,,,220,8
동구,2025-08-11 23:00,2.50811E+11,85.74526316,21.38315789,39.35684211,439.2894737,11.63631579,9.135789474,0.3,8.4,0,3.5,4.5,1.3,1.3,57.2,4.333333333,,,,,,,,,,,,,,,,38,4
동구,2025-08-12 0:00,2.50812E+11,88.2475,20.9325,65.9225,440.5,8.985,7.4975,0.2,318.2,0,3.5,5.5,0,0,356.6,0,,,,,,,,,,,,,,,,4,1
동구,2025-08-12 4:00,2.50812E+11,97.22875,20.55,243.34625,438.875,17.86625,14.8475,0.6,54.5,0,14,17.5,1.4,1.4,82.8,2.333333333,,,,,,,,,,,,,,,,8,1
동구,2025-08-12 5:00,2.50812E+11,94.88678571,20.82404762,176.627619,440.1547619,13.5872619,11.61845238,0,222.4,0.5,15,18.5,0,0,222.4,,,,,,,,,,,,,,,,,84,3
동구,2025-08-12 6:00,2.50812E+11,91.60430508,21.51779661,175.5540339,439.8711864,13.36979661,11.20972881,0,76.6,0,14.5,18,0,0,84.2,,,,,,,,,,,,,,,,,295,8
동구,2025-08-12 7:00,2.50812E+11,89.51094563,22.00026005,167.021513,438.9243499,15.34274232,12.63177305,0,41.1,0,9.5,16.5,8.6,8.6,45.1,,,,,,,,,,,,,,,,,423,8
