"date","promo_A_Bunjang_Handling_Event","promo_B_Bunjang_Handling_Event","promo_C_DK_Birthday_Event_23","promo_D_Inclusion_Only_Service_Event","promo_E_DK_Black_Friday_2023","promo_F_DK_Christmas_Event_2023","promo_G_Handling_Fee_Promotion","promo_H_Point_Blossoms","promo_I_EMS_&_EMS_Premium_5%_Discount_Event","promo_J_Discount_of_5%_of_an_Order","promo_K_Free_Photo_Service","promo_L_UPS_80%_Distcount","promo_M_EMS_&_EMS_Premium_5%_Discount_Event","promo_N_5%_Discount_on_Bunjang_Products","promo_O_Black_Friday_Promotion","promo_P_New_Year_New_Customer","promo_Q_DK_Store_FREE_Handling_Fee_+_5%_OFF_on_Bunjang_Items!","promo_R_DKxDKshop_Free_Domestic_Shipping_in_Korea","promo_S_FREE_Handling_Fee_($1)","promo_T_10%_Off_International_Shipping","promo_U_EMS_&_EMS_Premium_5%_Discount_Event","promo_V_FREE_Handling_Fee_($5)","google_session_count","meta_session_count","tiktok_session_count","x_session_count","google_ads_spent","meta_ads_spent","tiktok_ads_spent","x_ads_spent","transaction_count","new_signups_count"
2025-04-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,111,9,3,0,125598.0,0.0,0.0,0.0,427,115
2025-04-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,77,14,5,4,114974.0,0.0,0.0,0.0,472,109
2025-04-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,69,14,4,0,127986.0,0.0,0.0,0.0,173,85
2025-04-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,63,10,2,1,143576.0,0.0,0.0,0.0,157,101
2025-04-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,88,9,4,3,161685.0,0.0,0.0,0.0,459,111
2025-04-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,85,7,3,2,150312.0,0.0,0.0,0.0,547,125
2025-04-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,98,2,3,2,145942.0,0.0,0.0,0.0,443,104
2025-04-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,90,13,2,2,124724.0,0.0,0.0,0.0,549,110
2025-04-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,84,177,56,2,129715.0,22774.0,5415.0,0.0,476,118
2025-04-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,54,175,1439,2,123011.0,31381.0,37806.0,0.0,171,105
2025-04-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,83,226,1731,0,143544.0,38796.0,41910.0,0.0,144,107
2025-04-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,61,296,1932,1,132288.0,36502.0,42537.0,0.0,537,123
2025-04-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,81,351,1660,1,146523.0,37033.0,43175.0,0.0,546,111
2025-04-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,73,343,264,267,115654.0,34891.0,41596.0,32584.1,389,125
2025-04-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,79,509,200,421,98149.4,76359.0,49101.0,33856.9,487,125
2025-04-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,72,422,387,634,128213.0,68952.0,71006.0,34196.1,516,154
2025-04-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,62,531,483,290,121629.0,66785.0,70538.0,33150.2,170,127
2025-04-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,58,637,629,139,138502.0,2721440.0,69382.0,34239.0,208,126
2025-04-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,96,42,605,91,150235.0,2317.0,66895.0,34081.0,481,131
2025-04-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,91,23,484,53,137065.0,0.0,67393.0,90328.9,422,126
2025-04-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,66,27,418,5,152005.0,0.0,65680.0,85162.9,331,117
2025-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,20,238,0,140978.0,0.0,25407.0,49838.3,180,117
2025-05-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,18,13,1,156611.0,0.0,0.0,0.0,507,115
2025-05-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,12,4,3,135937.0,0.0,0.0,0.0,186,112
2025-05-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,11,7,2,138448.0,0.0,0.0,0.0,152,119
2025-05-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,15,4,1,155364.0,0.0,0.0,0.0,179,116
2025-05-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,23,3,4,151237.0,0.0,0.0,0.0,153,110
2025-05-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,16,6,4,147359.0,0.0,0.0,0.0,351,122
2025-05-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,20,1,0,160465.0,0.0,0.0,0.0,468,96
2025-05-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,4,3,1,181713.0,0.0,0.0,0.0,168,130
2025-05-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,8,4,0,171224.0,0.0,0.0,0.0,164,101
2025-05-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,8,3,1,159618.0,0.0,0.0,0.0,160,123
2025-05-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,17,3,2,120230.0,0.0,0.0,0.0,398,114
2025-05-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,18,3,1,135698.0,0.0,0.0,0.0,536,126
2025-05-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,10,1,1,176941.0,0.0,0.0,0.0,599,115
2025-05-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,117,46,2,312,152036.0,0.0,0.0,102367.0,684,113
2025-05-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,95,93,231,560,127803.0,0.0,30556.0,134615.0,499,117
2025-05-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,83,102,1609,578,119825.0,0.0,34811.0,136753.0,218,121
2025-05-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,74,75,2725,599,138932.0,0.0,55474.0,136605.0,187,107
2025-05-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,114,92,2565,689,145777.0,0.0,54594.0,137115.0,451,130
2025-05-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,101,86,2085,514,132486.0,0.0,52660.0,139976.0,537,109
2025-05-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,90,78,515,798,138197.0,0.0,52050.0,137832.0,406,105
2025-05-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,77,117,444,762,121358.0,0.0,52249.0,137194.0,671,104
2025-05-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,85,104,424,206,120267.0,0.0,52032.0,138183.0,502,109
2025-05-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,71,79,360,957,99167.2,0.0,43865.0,130493.0,178,118
2025-05-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,104,84,462,783,160152.0,0.0,49882.0,136744.0,188,115
2025-05-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,100,90,421,837,153050.0,0.0,44621.0,137821.0,559,115
2025-05-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,95,95,193,573,121385.0,0.0,41307.0,135601.0,713,105
2025-05-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,113,87,185,638,138936.0,0.0,40484.0,137696.0,530,180
2025-05-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,42,11,1,122445.0,0.0,13529.0,32833.6,483,131
2025-05-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,14,10,3,170607.0,0.0,12124.0,33029.2,567,119
2025-05-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,14,3,2,116211.0,0.0,0.0,0.0,225,120
2025-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,71,14,2,0,150619.0,0.0,0.0,0.0,157,110
2025-06-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,109,12,2,2,145382.0,0.0,7002.0,0.0,484,134
2025-06-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,114,8,3,0,138465.0,0.0,37309.0,0.0,177,107
2025-06-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,127,8,3,1,216245.0,0.0,37427.0,0.0,464,124
2025-06-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,147,14,0,1,221881.0,0.0,37076.0,0.0,597,146
2025-06-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,194,23,7,0,217358.0,0.0,30091.0,0.0,167,115
2025-06-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,198,11,3,1,240919.0,0.0,31095.0,0.0,150,104
2025-06-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,181,13,3,2,199865.0,0.0,36031.0,0.0,171,116
2025-06-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,277,15,3,0,210872.0,0.0,33809.0,0.0,402,134
2025-06-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,335,22,3,0,242291.0,0.0,32380.0,0.0,377,130
2025-06-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,194,8,4,0,180048.0,0.0,17780.0,0.0,553,114
2025-06-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,186,14,0,0,219816.0,0.0,0.0,0.0,597,108
2025-06-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,183,8,0,0,213887.0,0.0,0.0,0.0,362,129
2025-06-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,166,13,0,1,194786.0,0.0,0.0,0.0,192,102
2025-06-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,170,19,0,1,201348.0,0.0,0.0,0.0,205,107
2025-06-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,186,13,1,25,227581.0,0.0,0.0,14944.5,528,109
2025-06-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,236,19,35,49,225042.0,0.0,3070.0,71870.7,702,160
2025-06-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,208,83,259,65,216220.0,0.0,22717.0,56863.4,625,171
2025-06-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,191,94,310,94,222751.0,0.0,26946.0,57448.0,630,156
2025-06-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,164,97,269,113,249322.0,0.0,36020.0,57914.5,602,160
2025-06-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,172,123,287,112,207044.0,0.0,36130.0,57600.1,248,119
2025-06-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,169,178,279,128,180816.0,0.0,33936.0,57054.1,250,143
2025-06-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,177,159,262,103,223333.0,0.0,32635.0,56448.1,460,144
2025-06-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,170,130,295,95,223486.0,0.0,23274.0,50534.2,504,133
2025-06-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,172,78,254,17,156100.0,0.0,22815.0,27048.9,513,151
2025-06-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,186,72,253,1,187382.0,0.0,23012.0,16490.3,513,151
2025-06-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,197,109,291,16,219576.0,0.0,25358.0,24502.3,517,146
2025-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,123,50,431,0,170618.0,0.0,38449.0,3561.42,293,143
2025-06-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,142,59,447,1,212085.0,0.0,38231.0,41.12,300,175
2025-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,152,71,632,1,153182.0,0.0,36084.0,0.0,592,157
2025-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,196,62,6,1,191445.0,0.0,0.0,0.0,440,149
2025-07-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,173,10,5,0,259458.0,0.0,0.0,0.0,512,161
2025-07-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,320,23,0,0,242297.0,0.0,0.0,0.0,559,119
2025-07-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,171,364,2,1,197800.0,0.0,0.0,0.0,471,329
2025-07-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,164,132,0,0,207555.0,0.0,0.0,0.0,183,129
2025-07-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,162,54,0,0,182415.0,0.0,0.0,0.0,206,137
2025-07-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,192,34,0,0,205575.0,0.0,0.0,0.0,536,133
2025-07-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,236,29,0,0,218388.0,0.0,0.0,0.0,429,168
2025-07-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,241,201,0,0,232790.0,0.0,0.0,0.0,426,162
2025-07-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,248,39,0,0,199613.0,0.0,0.0,0.0,618,127
2025-07-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,230,21,0,0,232374.0,0.0,0.0,0.0,602,125
2025-07-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,175,32,0,1,253553.0,0.0,0.0,0.0,195,114
2025-07-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,169,47,0,0,285376.0,0.0,0.0,0.0,224,109
2025-07-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,262,48,0,64,288442.0,0.0,0.0,24734.4,463,130
2025-07-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,220,204,0,65,284016.0,0.0,0.0,24417.3,528,238
2025-07-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,220,117,0,83,267904.0,0.0,0.0,24302.8,517,119
2025-07-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,167,93,0,84,236996.0,0.0,0.0,24376.1,549,82
2025-07-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,159,108,46,97,260914.0,0.0,2288.0,24587.8,512,79
2025-07-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,164,168,1142,111,266933.0,0.0,102834.0,24587.8,240,71
2025-07-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,144,189,1306,86,231635.0,0.0,100288.0,24414.2,232,93
2025-07-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,194,237,1359,96,219883.0,0.0,101065.0,24431.3,512,80
2025-07-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,180,214,1244,277,214425.0,0.0,101593.0,74566.0,505,91
2025-07-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,208,274,1249,155,220347.0,0.0,101298.0,49576.0,430,96
2025-07-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,198,287,1221,175,219604.0,0.0,103528.0,49805.0,562,90
2025-07-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,200,355,1488,430,227076.0,0.0,115741.0,200000.0,639,109
2025-07-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,155,1160,2270,232,178035.0,0.0,220700.0,198618.0,215,70
2025-07-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,246,1224,2348,244,236976.0,0.0,211469.0,200000.0,279,74
2025-07-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,186,1113,2443,254,239585.0,0.0,210545.0,198508.0,624,110
2025-07-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,151,976,2155,242,198147.0,0.0,206785.0,198940.0,688,103
2025-07-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,248,871,2174,332,207133.0,0.0,206615.0,198797.0,595,79
2025-07-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,62,79,1211,115,195605.0,0.0,215081.0,55405.0,684,87
